total_rows,rows_updated,rows_created,errors,date,day_of_week,axis_label
35581,20162,15419,13,2023-01-17,Tuesday,Tuesday 2023-01-17
1730,27,1703,25,2023-01-16,Monday,Monday 2023-01-16
2261,607,1654,29,2023-01-15,Sunday,Sunday 2023-01-15
31668,1022,30646,11,2023-01-14,Saturday,Saturday 2023-01-14
28334,3011,25323,7,2023-01-13,Friday,Friday 2023-01-13
31595,31037,558,17,2023-01-12,Thursday,Thursday 2023-01-12
25347,10574,14773,11,2023-01-11,Wednesday,Wednesday 2023-01-11
37545,37052,493,13,2023-01-10,Tuesday,Tuesday 2023-01-10
1841,1063,778,42,2023-01-09,Monday,Monday 2023-01-09
1726,1064,662,6,2023-01-08,Sunday,Sunday 2023-01-08
31733,15311,16422,6,2023-01-07,Saturday,Saturday 2023-01-07
29768,16244,13524,21,2023-01-06,Friday,Friday 2023-01-06
27898,9117,18781,15,2023-01-05,Thursday,Thursday 2023-01-05
31957,21693,10264,13,2023-01-04,Wednesday,Wednesday 2023-01-04
28759,24940,3819,10,2023-01-03,Tuesday,Tuesday 2023-01-03
1761,804,957,21,2023-01-02,Monday,Monday 2023-01-02
1869,1606,263,16,2023-01-01,Sunday,Sunday 2023-01-01
31017,15818,15199,13,2022-12-31,Saturday,Saturday 2022-12-31
35332,2248,33084,5,2022-12-30,Friday,Friday 2022-12-30
29796,28354,1442,19,2022-12-29,Thursday,Thursday 2022-12-29
35555,14476,21079,8,2022-12-28,Wednesday,Wednesday 2022-12-28
27069,24114,2955,26,2022-12-27,Tuesday,Tuesday 2022-12-27
1495,991,504,27,2022-12-26,Monday,Monday 2022-12-26
2127,1660,467,6,2022-12-25,Sunday,Sunday 2022-12-25
33186,22075,11111,3,2022-12-24,Saturday,Saturday 2022-12-24
24069,7284,16785,20,2022-12-23,Friday,Friday 2022-12-23
29675,12082,17593,8,2022-12-22,Thursday,Thursday 2022-12-22
23691,2830,20861,9,2022-12-21,Wednesday,Wednesday 2022-12-21
25746,7201,18545,18,2022-12-20,Tuesday,Tuesday 2022-12-20
1918,75,1843,16,2022-12-19,Monday,Monday 2022-12-19
2073,1517,556,25,2022-12-18,Sunday,Sunday 2022-12-18
23535,3454,20081,13,2022-12-17,Saturday,Saturday 2022-12-17
24049,16690,7359,24,2022-12-16,Friday,Friday 2022-12-16
29715,12417,17298,9,2022-12-15,Thursday,Thursday 2022-12-15
33630,12239,21391,18,2022-12-14,Wednesday,Wednesday 2022-12-14
29689,22116,7573,17,2022-12-13,Tuesday,Tuesday 2022-12-13
1482,788,694,19,2022-12-12,Monday,Monday 2022-12-12
1831,568,1263,30,2022-12-11,Sunday,Sunday 2022-12-11
32615,31366,1249,11,2022-12-10,Saturday,Saturday 2022-12-10
29980,5777,24203,4,2022-12-09,Friday,Friday 2022-12-09
27657,25910,1747,15,2022-12-08,Thursday,Thursday 2022-12-08
31706,18389,13317,12,2022-12-07,Wednesday,Wednesday 2022-12-07
37573,28923,8650,6,2022-12-06,Tuesday,Tuesday 2022-12-06
1485,681,804,25,2022-12-05,Monday,Monday 2022-12-05
2091,1031,1060,11,2022-12-04,Sunday,Sunday 2022-12-04
31596,29097,2499,14,2022-12-03,Saturday,Saturday 2022-12-03
35977,595,35382,12,2022-12-02,Friday,Friday 2022-12-02
27764,12014,15750,14,2022-12-01,Thursday,Thursday 2022-12-01
19699,18213,1486,13,2022-11-30,Wednesday,Wednesday 2022-11-30
31623,1853,29770,9,2022-11-29,Tuesday,Tuesday 2022-11-29
1873,1308,565,11,2022-11-28,Monday,Monday 2022-11-28
1727,1704,23,32,2022-11-27,Sunday,Sunday 2022-11-27
35441,28553,6888,6,2022-11-26,Saturday,Saturday 2022-11-26
27543,2562,24981,15,2022-11-25,Friday,Friday 2022-11-25
27062,16940,10122,16,2022-11-24,Thursday,Thursday 2022-11-24
31137,29623,1514,20,2022-11-23,Wednesday,Wednesday 2022-11-23
28516,4994,23522,5,2022-11-22,Tuesday,Tuesday 2022-11-22
1729,377,1352,16,2022-11-21,Monday,Monday 2022-11-21
1741,164,1577,21,2022-11-20,Sunday,Sunday 2022-11-20
30931,2935,27996,12,2022-11-19,Saturday,Saturday 2022-11-19
25308,1892,23416,17,2022-11-18,Friday,Friday 2022-11-18
35487,4304,31183,26,2022-11-17,Thursday,Thursday 2022-11-17
19413,9252,10161,11,2022-11-16,Wednesday,Wednesday 2022-11-16
31534,28039,3495,21,2022-11-15,Tuesday,Tuesday 2022-11-15
2344,149,2195,42,2022-11-14,Monday,Monday 2022-11-14
1761,21,1740,30,2022-11-13,Sunday,Sunday 2022-11-13
29686,21865,7821,14,2022-11-12,Saturday,Saturday 2022-11-12
26751,23146,3605,14,2022-11-11,Friday,Friday 2022-11-11
31720,19765,11955,18,2022-11-10,Thursday,Thursday 2022-11-10
32192,4147,28045,10,2022-11-09,Wednesday,Wednesday 2022-11-09
33280,15857,17423,30,2022-11-08,Tuesday,Tuesday 2022-11-08
1880,1362,518,22,2022-11-07,Monday,Monday 2022-11-07
1603,1579,24,14,2022-11-06,Sunday,Sunday 2022-11-06
29072,3306,25766,12,2022-11-05,Saturday,Saturday 2022-11-05
35929,15899,20030,14,2022-11-04,Friday,Friday 2022-11-04
31517,7541,23976,28,2022-11-03,Thursday,Thursday 2022-11-03
27431,6851,20580,20,2022-11-02,Wednesday,Wednesday 2022-11-02
25557,20777,4780,14,2022-11-01,Tuesday,Tuesday 2022-11-01
2212,1039,1173,21,2022-10-31,Monday,Monday 2022-10-31
1637,18,1619,27,2022-10-30,Sunday,Sunday 2022-10-30
21758,6261,15497,16,2022-10-29,Saturday,Saturday 2022-10-29
36821,19587,17234,11,2022-10-28,Friday,Friday 2022-10-28
29378,19685,9693,9,2022-10-27,Thursday,Thursday 2022-10-27
33077,29353,3724,19,2022-10-26,Wednesday,Wednesday 2022-10-26
29605,8862,20743,16,2022-10-25,Tuesday,Tuesday 2022-10-25
1588,318,1270,21,2022-10-24,Monday,Monday 2022-10-24
2090,783,1307,9,2022-10-23,Sunday,Sunday 2022-10-23
23638,5450,18188,10,2022-10-22,Saturday,Saturday 2022-10-22
32901,11307,21594,14,2022-10-21,Friday,Friday 2022-10-21
33714,33649,65,17,2022-10-20,Thursday,Thursday 2022-10-20
26459,25082,1377,10,2022-10-19,Wednesday,Wednesday 2022-10-19
29239,24112,5127,12,2022-10-18,Tuesday,Tuesday 2022-10-18
1629,97,1532,37,2022-10-17,Monday,Monday 2022-10-17
1856,956,900,32,2022-10-16,Sunday,Sunday 2022-10-16
30554,1623,28931,10,2022-10-15,Saturday,Saturday 2022-10-15
29275,29165,110,5,2022-10-14,Friday,Friday 2022-10-14
31678,5597,26081,12,2022-10-13,Thursday,Thursday 2022-10-13
26272,19970,6302,19,2022-10-12,Wednesday,Wednesday 2022-10-12
30994,8819,22175,25,2022-10-11,Tuesday,Tuesday 2022-10-11
1881,274,1607,17,2022-10-10,Monday,Monday 2022-10-10
1757,1122,635,19,2022-10-09,Sunday,Sunday 2022-10-09
28058,20508,7550,16,2022-10-08,Saturday,Saturday 2022-10-08
25569,21358,4211,14,2022-10-07,Friday,Friday 2022-10-07
31146,4783,26363,9,2022-10-06,Thursday,Thursday 2022-10-06
29859,29496,363,15,2022-10-05,Wednesday,Wednesday 2022-10-05
31609,14011,17598,6,2022-10-04,Tuesday,Tuesday 2022-10-04
2023,155,1868,29,2022-10-03,Monday,Monday 2022-10-03
1906,1518,388,34,2022-10-02,Sunday,Sunday 2022-10-02
37394,34792,2602,12,2022-10-01,Saturday,Saturday 2022-10-01
29712,19916,9796,18,2022-09-30,Friday,Friday 2022-09-30
31466,18486,12980,16,2022-09-29,Thursday,Thursday 2022-09-29
32128,24846,7282,6,2022-09-28,Wednesday,Wednesday 2022-09-28
28907,2061,26846,19,2022-09-27,Tuesday,Tuesday 2022-09-27
1483,668,815,14,2022-09-26,Monday,Monday 2022-09-26
1480,57,1423,16,2022-09-25,Sunday,Sunday 2022-09-25
33312,12166,21146,13,2022-09-24,Saturday,Saturday 2022-09-24
29006,14614,14392,13,2022-09-23,Friday,Friday 2022-09-23
33706,10288,23418,14,2022-09-22,Thursday,Thursday 2022-09-22
36244,29993,6251,13,2022-09-21,Wednesday,Wednesday 2022-09-21
21936,14586,7350,16,2022-09-20,Tuesday,Tuesday 2022-09-20
1586,307,1279,12,2022-09-19,Monday,Monday 2022-09-19
2093,663,1430,14,2022-09-18,Sunday,Sunday 2022-09-18
34123,24101,10022,11,2022-09-17,Saturday,Saturday 2022-09-17
33577,609,32968,11,2022-09-16,Friday,Friday 2022-09-16
36261,33367,2894,10,2022-09-15,Thursday,Thursday 2022-09-15
30645,19496,11149,17,2022-09-14,Wednesday,Wednesday 2022-09-14
32989,25281,7708,15,2022-09-13,Tuesday,Tuesday 2022-09-13
1884,1369,515,24,2022-09-12,Monday,Monday 2022-09-12
1965,286,1679,22,2022-09-11,Sunday,Sunday 2022-09-11
25627,17826,7801,14,2022-09-10,Saturday,Saturday 2022-09-10
25834,17849,7985,11,2022-09-09,Friday,Friday 2022-09-09
30909,8047,22862,18,2022-09-08,Thursday,Thursday 2022-09-08
22181,281,21900,14,2022-09-07,Wednesday,Wednesday 2022-09-07
32943,2818,30125,15,2022-09-06,Tuesday,Tuesday 2022-09-06
1709,1235,474,9,2022-09-05,Monday,Monday 2022-09-05
1965,505,1460,25,2022-09-04,Sunday,Sunday 2022-09-04
31112,28498,2614,12,2022-09-03,Saturday,Saturday 2022-09-03
24041,15852,8189,13,2022-09-02,Friday,Friday 2022-09-02
29546,3248,26298,21,2022-09-01,Thursday,Thursday 2022-09-01
30430,6768,23662,15,2022-08-31,Wednesday,Wednesday 2022-08-31
29126,8231,20895,16,2022-08-30,Tuesday,Tuesday 2022-08-30
2267,1328,939,22,2022-08-29,Monday,Monday 2022-08-29
1391,92,1299,22,2022-08-28,Sunday,Sunday 2022-08-28
27839,8579,19260,10,2022-08-27,Saturday,Saturday 2022-08-27
27502,12749,14753,26,2022-08-26,Friday,Friday 2022-08-26
37156,22026,15130,17,2022-08-25,Thursday,Thursday 2022-08-25
26311,13931,12380,34,2022-08-24,Wednesday,Wednesday 2022-08-24
30135,12697,17438,10,2022-08-23,Tuesday,Tuesday 2022-08-23
1725,568,1157,17,2022-08-22,Monday,Monday 2022-08-22
2069,1982,87,29,2022-08-21,Sunday,Sunday 2022-08-21
29913,3662,26251,12,2022-08-20,Saturday,Saturday 2022-08-20
25541,14699,10842,10,2022-08-19,Friday,Friday 2022-08-19
28992,10744,18248,5,2022-08-18,Thursday,Thursday 2022-08-18
29424,7145,22279,13,2022-08-17,Wednesday,Wednesday 2022-08-17
33707,13613,20094,6,2022-08-16,Tuesday,Tuesday 2022-08-16
2488,1323,1165,29,2022-08-15,Monday,Monday 2022-08-15
2232,1408,824,14,2022-08-14,Sunday,Sunday 2022-08-14
31559,11582,19977,6,2022-08-13,Saturday,Saturday 2022-08-13
27553,6628,20925,15,2022-08-12,Friday,Friday 2022-08-12
36019,29292,6727,15,2022-08-11,Thursday,Thursday 2022-08-11
32431,27349,5082,12,2022-08-10,Wednesday,Wednesday 2022-08-10
28039,9643,18396,15,2022-08-09,Tuesday,Tuesday 2022-08-09
1504,222,1282,11,2022-08-08,Monday,Monday 2022-08-08
1853,1300,553,16,2022-08-07,Sunday,Sunday 2022-08-07
27915,119,27796,13,2022-08-06,Saturday,Saturday 2022-08-06
32628,12137,20491,16,2022-08-05,Friday,Friday 2022-08-05
31475,5966,25509,13,2022-08-04,Thursday,Thursday 2022-08-04
31490,89,31401,29,2022-08-03,Wednesday,Wednesday 2022-08-03
27108,26256,852,16,2022-08-02,Tuesday,Tuesday 2022-08-02
2127,1229,898,25,2022-08-01,Monday,Monday 2022-08-01
2202,1973,229,24,2022-07-31,Sunday,Sunday 2022-07-31
33520,9433,24087,14,2022-07-30,Saturday,Saturday 2022-07-30
30241,6984,23257,8,2022-07-29,Friday,Friday 2022-07-29
27286,7766,19520,15,2022-07-28,Thursday,Thursday 2022-07-28
27442,8986,18456,16,2022-07-27,Wednesday,Wednesday 2022-07-27
26106,24590,1516,16,2022-07-26,Tuesday,Tuesday 2022-07-26
1981,1187,794,19,2022-07-25,Monday,Monday 2022-07-25
1705,510,1195,37,2022-07-24,Sunday,Sunday 2022-07-24
27231,17003,10228,16,2022-07-23,Saturday,Saturday 2022-07-23
33496,24233,9263,14,2022-07-22,Friday,Friday 2022-07-22
31505,21114,10391,9,2022-07-21,Thursday,Thursday 2022-07-21
31131,20299,10832,8,2022-07-20,Wednesday,Wednesday 2022-07-20
28374,4544,23830,9,2022-07-19,Tuesday,Tuesday 2022-07-19
1851,278,1573,22,2022-07-18,Monday,Monday 2022-07-18
1587,1587,0,17,2022-07-17,Sunday,Sunday 2022-07-17
36443,35197,1246,16,2022-07-16,Saturday,Saturday 2022-07-16
30986,256,30730,11,2022-07-15,Friday,Friday 2022-07-15
33872,31260,2612,17,2022-07-14,Thursday,Thursday 2022-07-14
31677,11829,19848,11,2022-07-13,Wednesday,Wednesday 2022-07-13
28001,13216,14785,13,2022-07-12,Tuesday,Tuesday 2022-07-12
2338,626,1712,16,2022-07-11,Monday,Monday 2022-07-11
1937,1544,393,24,2022-07-10,Sunday,Sunday 2022-07-10
31737,27962,3775,11,2022-07-09,Saturday,Saturday 2022-07-09
24124,20372,3752,7,2022-07-08,Friday,Friday 2022-07-08
25536,15421,10115,6,2022-07-07,Thursday,Thursday 2022-07-07
35155,11416,23739,8,2022-07-06,Wednesday,Wednesday 2022-07-06
25469,6431,19038,12,2022-07-05,Tuesday,Tuesday 2022-07-05
1606,1257,349,22,2022-07-04,Monday,Monday 2022-07-04
2110,1577,533,32,2022-07-03,Sunday,Sunday 2022-07-03
33031,29329,3702,15,2022-07-02,Saturday,Saturday 2022-07-02
31704,22838,8866,10,2022-07-01,Friday,Friday 2022-07-01
34018,5477,28541,9,2022-06-30,Thursday,Thursday 2022-06-30
27871,24044,3827,9,2022-06-29,Wednesday,Wednesday 2022-06-29
25387,10602,14785,7,2022-06-28,Tuesday,Tuesday 2022-06-28
1944,987,957,25,2022-06-27,Monday,Monday 2022-06-27
1842,412,1430,45,2022-06-26,Sunday,Sunday 2022-06-26
27695,25319,2376,21,2022-06-25,Saturday,Saturday 2022-06-25
25967,21343,4624,11,2022-06-24,Friday,Friday 2022-06-24
27846,14062,13784,21,2022-06-23,Thursday,Thursday 2022-06-23
35540,19292,16248,30,2022-06-22,Wednesday,Wednesday 2022-06-22
27691,25877,1814,7,2022-06-21,Tuesday,Tuesday 2022-06-21
2016,1554,462,22,2022-06-20,Monday,Monday 2022-06-20
2219,742,1477,25,2022-06-19,Sunday,Sunday 2022-06-19
29685,15673,14012,7,2022-06-18,Saturday,Saturday 2022-06-18
23682,13593,10089,15,2022-06-17,Friday,Friday 2022-06-17
32591,27354,5237,15,2022-06-16,Thursday,Thursday 2022-06-16
29863,26491,3372,9,2022-06-15,Wednesday,Wednesday 2022-06-15
31812,31260,552,7,2022-06-14,Tuesday,Tuesday 2022-06-14
2000,1357,643,29,2022-06-13,Monday,Monday 2022-06-13
1961,1469,492,40,2022-06-12,Sunday,Sunday 2022-06-12
30097,21640,8457,18,2022-06-11,Saturday,Saturday 2022-06-11
29312,20111,9201,28,2022-06-10,Friday,Friday 2022-06-10
31377,17019,14358,15,2022-06-09,Thursday,Thursday 2022-06-09
25770,17009,8761,7,2022-06-08,Wednesday,Wednesday 2022-06-08
25290,19566,5724,18,2022-06-07,Tuesday,Tuesday 2022-06-07
1881,1204,677,22,2022-06-06,Monday,Monday 2022-06-06
1997,1399,598,8,2022-06-05,Sunday,Sunday 2022-06-05
34026,4673,29353,9,2022-06-04,Saturday,Saturday 2022-06-04
25706,22231,3475,5,2022-06-03,Friday,Friday 2022-06-03
33136,2417,30719,13,2022-06-02,Thursday,Thursday 2022-06-02
35808,6939,28869,8,2022-06-01,Wednesday,Wednesday 2022-06-01
29610,12186,17424,11,2022-05-31,Tuesday,Tuesday 2022-05-31
1747,1622,125,25,2022-05-30,Monday,Monday 2022-05-30
1708,49,1659,29,2022-05-29,Sunday,Sunday 2022-05-29
33620,17152,16468,12,2022-05-28,Saturday,Saturday 2022-05-28
36123,6717,29406,6,2022-05-27,Friday,Friday 2022-05-27
29375,3005,26370,8,2022-05-26,Thursday,Thursday 2022-05-26
27353,24070,3283,10,2022-05-25,Wednesday,Wednesday 2022-05-25
33375,12299,21076,14,2022-05-24,Tuesday,Tuesday 2022-05-24
2076,885,1191,14,2022-05-23,Monday,Monday 2022-05-23
1771,388,1383,29,2022-05-22,Sunday,Sunday 2022-05-22
32887,4257,28630,14,2022-05-21,Saturday,Saturday 2022-05-21
25760,22568,3192,14,2022-05-20,Friday,Friday 2022-05-20
31147,26085,5062,12,2022-05-19,Thursday,Thursday 2022-05-19
29465,5692,23773,16,2022-05-18,Wednesday,Wednesday 2022-05-18
35154,7648,27506,13,2022-05-17,Tuesday,Tuesday 2022-05-17
1972,1184,788,21,2022-05-16,Monday,Monday 2022-05-16
1616,901,715,14,2022-05-15,Sunday,Sunday 2022-05-15
23376,14259,9117,7,2022-05-14,Saturday,Saturday 2022-05-14
19509,12093,7416,10,2022-05-13,Friday,Friday 2022-05-13
33743,274,33469,10,2022-05-12,Thursday,Thursday 2022-05-12
28738,11115,17623,25,2022-05-11,Wednesday,Wednesday 2022-05-11
35523,30999,4524,11,2022-05-10,Tuesday,Tuesday 2022-05-10
1374,1142,232,19,2022-05-09,Monday,Monday 2022-05-09
1890,400,1490,30,2022-05-08,Sunday,Sunday 2022-05-08
32325,4003,28322,10,2022-05-07,Saturday,Saturday 2022-05-07
28966,24822,4144,12,2022-05-06,Friday,Friday 2022-05-06
28931,11825,17106,9,2022-05-05,Thursday,Thursday 2022-05-05
32055,8542,23513,16,2022-05-04,Wednesday,Wednesday 2022-05-04
29633,27962,1671,15,2022-05-03,Tuesday,Tuesday 2022-05-03
1836,265,1571,19,2022-05-02,Monday,Monday 2022-05-02
1728,502,1226,24,2022-05-01,Sunday,Sunday 2022-05-01
23668,12798,10870,22,2022-04-30,Saturday,Saturday 2022-04-30
30520,2688,27832,14,2022-04-29,Friday,Friday 2022-04-29
29350,5174,24176,16,2022-04-28,Thursday,Thursday 2022-04-28
23664,12945,10719,19,2022-04-27,Wednesday,Wednesday 2022-04-27
25365,11708,13657,9,2022-04-26,Tuesday,Tuesday 2022-04-26
1900,1149,751,38,2022-04-25,Monday,Monday 2022-04-25
1861,117,1744,21,2022-04-24,Sunday,Sunday 2022-04-24
25092,15587,9505,21,2022-04-23,Saturday,Saturday 2022-04-23
29631,12462,17169,8,2022-04-22,Friday,Friday 2022-04-22
25694,2123,23571,18,2022-04-21,Thursday,Thursday 2022-04-21
34003,25465,8538,6,2022-04-20,Wednesday,Wednesday 2022-04-20
30144,14266,15878,13,2022-04-19,Tuesday,Tuesday 2022-04-19
1883,1812,71,24,2022-04-18,Monday,Monday 2022-04-18
1958,216,1742,25,2022-04-17,Sunday,Sunday 2022-04-17
30667,13165,17502,8,2022-04-16,Saturday,Saturday 2022-04-16
40042,15363,24679,22,2022-04-15,Friday,Friday 2022-04-15
31618,25825,5793,6,2022-04-14,Thursday,Thursday 2022-04-14
23790,3392,20398,28,2022-04-13,Wednesday,Wednesday 2022-04-13
32797,3598,29199,22,2022-04-12,Tuesday,Tuesday 2022-04-12
960,858,102,11,2022-04-11,Monday,Monday 2022-04-11
1732,1337,395,30,2022-04-10,Sunday,Sunday 2022-04-10
27533,9136,18397,18,2022-04-09,Saturday,Saturday 2022-04-09
27379,21026,6353,10,2022-04-08,Friday,Friday 2022-04-08
25334,18842,6492,10,2022-04-07,Thursday,Thursday 2022-04-07
27009,7948,19061,20,2022-04-06,Wednesday,Wednesday 2022-04-06
26441,11918,14523,9,2022-04-05,Tuesday,Tuesday 2022-04-05
1717,1071,646,11,2022-04-04,Monday,Monday 2022-04-04
1966,390,1576,22,2022-04-03,Sunday,Sunday 2022-04-03
35042,30041,5001,15,2022-04-02,Saturday,Saturday 2022-04-02
28996,27930,1066,10,2022-04-01,Friday,Friday 2022-04-01
29915,13509,16406,10,2022-03-31,Thursday,Thursday 2022-03-31
29831,21064,8767,17,2022-03-30,Wednesday,Wednesday 2022-03-30
25896,362,25534,11,2022-03-29,Tuesday,Tuesday 2022-03-29
1734,487,1247,21,2022-03-28,Monday,Monday 2022-03-28
2090,954,1136,19,2022-03-27,Sunday,Sunday 2022-03-27
31025,2480,28545,4,2022-03-26,Saturday,Saturday 2022-03-26
38044,29071,8973,6,2022-03-25,Friday,Friday 2022-03-25
27334,6681,20653,19,2022-03-24,Thursday,Thursday 2022-03-24
35386,26801,8585,15,2022-03-23,Wednesday,Wednesday 2022-03-23
35741,11501,24240,17,2022-03-22,Tuesday,Tuesday 2022-03-22
1970,1457,513,21,2022-03-21,Monday,Monday 2022-03-21
1876,7,1869,19,2022-03-20,Sunday,Sunday 2022-03-20
30646,7611,23035,6,2022-03-19,Saturday,Saturday 2022-03-19
33661,25139,8522,8,2022-03-18,Friday,Friday 2022-03-18
27638,21244,6394,13,2022-03-17,Thursday,Thursday 2022-03-17
31407,19570,11837,22,2022-03-16,Wednesday,Wednesday 2022-03-16
33645,25582,8063,18,2022-03-15,Tuesday,Tuesday 2022-03-15
1866,895,971,4,2022-03-14,Monday,Monday 2022-03-14
1947,66,1881,16,2022-03-13,Sunday,Sunday 2022-03-13
26242,24478,1764,11,2022-03-12,Saturday,Saturday 2022-03-12
19724,19401,323,5,2022-03-11,Friday,Friday 2022-03-11
29713,26382,3331,19,2022-03-10,Thursday,Thursday 2022-03-10
31298,22292,9006,21,2022-03-09,Wednesday,Wednesday 2022-03-09
29685,7658,22027,9,2022-03-08,Tuesday,Tuesday 2022-03-08
1942,952,990,12,2022-03-07,Monday,Monday 2022-03-07
2120,1883,237,17,2022-03-06,Sunday,Sunday 2022-03-06
29677,257,29420,14,2022-03-05,Saturday,Saturday 2022-03-05
25886,18523,7363,17,2022-03-04,Friday,Friday 2022-03-04
27515,22620,4895,8,2022-03-03,Thursday,Thursday 2022-03-03
25258,12078,13180,12,2022-03-02,Wednesday,Wednesday 2022-03-02
25716,23496,2220,6,2022-03-01,Tuesday,Tuesday 2022-03-01
1637,1023,614,27,2022-02-28,Monday,Monday 2022-02-28
1337,1309,28,21,2022-02-27,Sunday,Sunday 2022-02-27
30011,9998,20013,14,2022-02-26,Saturday,Saturday 2022-02-26
37609,22254,15355,11,2022-02-25,Friday,Friday 2022-02-25
29231,26732,2499,9,2022-02-24,Thursday,Thursday 2022-02-24
29242,847,28395,8,2022-02-23,Wednesday,Wednesday 2022-02-23
35727,4007,31720,6,2022-02-22,Tuesday,Tuesday 2022-02-22
1996,585,1411,22,2022-02-21,Monday,Monday 2022-02-21
1113,98,1015,21,2022-02-20,Sunday,Sunday 2022-02-20
25636,9045,16591,15,2022-02-19,Saturday,Saturday 2022-02-19
27404,25893,1511,14,2022-02-18,Friday,Friday 2022-02-18
27350,16525,10825,9,2022-02-17,Thursday,Thursday 2022-02-17
33598,5991,27607,16,2022-02-16,Wednesday,Wednesday 2022-02-16
26079,13972,12107,4,2022-02-15,Tuesday,Tuesday 2022-02-15
1744,986,758,8,2022-02-14,Monday,Monday 2022-02-14
2109,1600,509,19,2022-02-13,Sunday,Sunday 2022-02-13
22308,11668,10640,12,2022-02-12,Saturday,Saturday 2022-02-12
29178,27453,1725,11,2022-02-11,Friday,Friday 2022-02-11
33986,19568,14418,18,2022-02-10,Thursday,Thursday 2022-02-10
23483,19155,4328,15,2022-02-09,Wednesday,Wednesday 2022-02-09
29712,28735,977,16,2022-02-08,Tuesday,Tuesday 2022-02-08
1859,1654,205,27,2022-02-07,Monday,Monday 2022-02-07
2248,1218,1030,16,2022-02-06,Sunday,Sunday 2022-02-06
31804,4683,27121,16,2022-02-05,Saturday,Saturday 2022-02-05
33695,4847,28848,5,2022-02-04,Friday,Friday 2022-02-04
39395,10030,29365,14,2022-02-03,Thursday,Thursday 2022-02-03
29501,3998,25503,16,2022-02-02,Wednesday,Wednesday 2022-02-02
23668,9160,14508,9,2022-02-01,Tuesday,Tuesday 2022-02-01
1351,1244,107,11,2022-01-31,Monday,Monday 2022-01-31
1516,72,1444,34,2022-01-30,Sunday,Sunday 2022-01-30
30223,13241,16982,10,2022-01-29,Saturday,Saturday 2022-01-29
30076,6370,23706,17,2022-01-28,Friday,Friday 2022-01-28
38493,21639,16854,14,2022-01-27,Thursday,Thursday 2022-01-27
33876,21931,11945,15,2022-01-26,Wednesday,Wednesday 2022-01-26
25603,23331,2272,16,2022-01-25,Tuesday,Tuesday 2022-01-25
1585,33,1552,9,2022-01-24,Monday,Monday 2022-01-24
1837,540,1297,9,2022-01-23,Sunday,Sunday 2022-01-23
37326,1699,35627,10,2022-01-22,Saturday,Saturday 2022-01-22
27641,21926,5715,15,2022-01-21,Friday,Friday 2022-01-21
19943,10689,9254,11,2022-01-20,Thursday,Thursday 2022-01-20
26964,12330,14634,12,2022-01-19,Wednesday,Wednesday 2022-01-19
27378,15551,11827,17,2022-01-18,Tuesday,Tuesday 2022-01-18
2231,1127,1104,19,2022-01-17,Monday,Monday 2022-01-17
1370,360,1010,16,2022-01-16,Sunday,Sunday 2022-01-16
25189,7765,17424,17,2022-01-15,Saturday,Saturday 2022-01-15
29397,29266,131,7,2022-01-14,Friday,Friday 2022-01-14
28540,25088,3452,9,2022-01-13,Thursday,Thursday 2022-01-13
34191,18789,15402,14,2022-01-12,Wednesday,Wednesday 2022-01-12
32975,7302,25673,14,2022-01-11,Tuesday,Tuesday 2022-01-11
1735,1055,680,9,2022-01-10,Monday,Monday 2022-01-10
2278,488,1790,21,2022-01-09,Sunday,Sunday 2022-01-09
29901,13450,16451,8,2022-01-08,Saturday,Saturday 2022-01-08
31861,22837,9024,11,2022-01-07,Friday,Friday 2022-01-07
33156,14806,18350,5,2022-01-06,Thursday,Thursday 2022-01-06
31195,1826,29369,20,2022-01-05,Wednesday,Wednesday 2022-01-05
24147,20311,3836,18,2022-01-04,Tuesday,Tuesday 2022-01-04
1721,787,934,29,2022-01-03,Monday,Monday 2022-01-03
1787,1488,299,16,2022-01-02,Sunday,Sunday 2022-01-02
26906,6589,20317,15,2022-01-01,Saturday,Saturday 2022-01-01
28068,26269,1799,11,2021-12-31,Friday,Friday 2021-12-31
